ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2010-11-01,2010,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,,,75.0,30.0,,,36.15,38.16,33.08,33.08,0.65,8.3,54.4,55.71,52.36,52.36,5.96,9.9,7.48,7.97,6.98,7.93,6.67,9.7,33.36,33.84,33.13,33.84,5.42,9.6,71.45,75.05,67.86,75.0,12.49,9.6,26.05,30.0,25.24,30.0,9.09,9.6,30.35,30.86,29.83,29.89,38.01,9.9,31.34,31.81,30.88,31.17,7.12,9.8,0.73,0.74,0.72,0.74,9.94,9.4,2010-11
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2010-12-01,2010,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.71,,66.67,30.0,30.0,,34.24,36.34,32.13,35.07,3.86,8.4,53.0,54.81,51.18,53.96,7.39,10.0,8.23,8.77,7.69,8.71,19.23,9.8,33.93,34.2,33.67,33.83,5.41,9.7,75.94,79.59,66.67,66.67,3.53,9.7,30.64,31.63,29.64,30.0,20.0,9.7,30.05,30.55,29.55,30.0,36.36,9.9,31.15,31.61,30.7,31.56,6.88,9.8,0.75,0.76,0.73,0.73,9.63,9.4,2010-12
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-01-01,2011,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.95,,87.78,30.0,30.0,,35.84,37.98,33.7,35.62,3.89,8.4,54.54,56.01,53.06,53.9,6.08,10.0,8.84,9.42,8.27,8.95,7.96,9.8,34.02,34.27,33.64,33.64,3.61,9.7,67.28,85.66,62.01,85.66,46.85,9.7,29.85,30.78,28.91,30.0,20.0,9.7,30.18,30.59,29.77,30.0,36.36,9.9,31.59,32.06,31.12,32.06,7.33,9.8,0.73,0.78,0.72,0.78,18.68,9.4,2011-01
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-02-01,2011,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.76,,82.22,,,,36.49,38.57,34.41,35.4,0.82,8.4,54.52,55.78,53.25,54.25,5.21,9.9,8.97,9.54,8.4,8.76,18.49,9.8,33.87,34.12,33.61,33.89,3.39,9.8,85.85,96.89,74.8,82.22,23.32,9.7,30.58,31.57,29.59,30.0,20.0,9.7,30.22,30.64,29.81,30.4,23.28,9.9,32.06,32.54,31.58,31.71,6.32,9.7,0.78,0.8,0.77,0.77,12.32,9.4,2011-02
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-03-01,2011,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,7.81,,88.89,30.0,30.0,,36.07,38.1,34.03,35.44,0.72,8.5,54.86,56.4,53.32,54.7,6.13,10.0,8.65,9.18,7.81,7.81,9.38,9.8,34.05,34.3,33.81,33.93,4.23,9.8,83.55,87.18,79.92,86.51,32.46,9.7,29.9,30.83,28.97,30.0,16.25,9.8,30.65,31.07,30.0,30.0,9.27,9.9,31.7,32.17,31.23,31.76,5.94,9.8,0.78,0.79,0.76,0.78,12.79,9.4,2011-03
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-05-01,2011,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,4.29,,85.0,,35.0,,35.72,37.66,33.77,36.22,5.37,8.4,55.65,57.02,54.28,56.19,9.82,9.9,6.47,6.9,5.82,5.82,-11.45,9.8,33.93,34.17,31.98,31.98,-2.98,9.8,85.59,89.23,81.95,85.0,27.49,9.7,29.94,30.87,29.02,30.0,20.0,9.7,32.33,35.0,31.0,35.0,16.67,9.8,32.15,32.61,31.68,32.32,6.68,9.7,0.78,0.79,0.77,0.78,12.81,9.4,2011-05
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-06-01,2011,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,,,,30.0,,,36.51,38.5,34.55,38.5,11.77,8.4,56.8,58.28,55.31,56.19,7.55,10.0,5.51,5.91,5.14,5.91,-6.42,9.8,32.44,34.74,31.86,34.74,5.3,9.8,85.17,88.62,72.62,72.62,8.92,9.7,30.49,31.48,29.5,30.0,31.15,9.7,35.57,37.58,33.55,36.04,20.14,9.9,32.32,32.78,28.44,28.44,-6.34,9.6,0.79,0.8,0.76,0.76,9.62,9.4,2011-06
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-07-01,2011,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,5.71,,,30.0,45.0,,39.02,41.21,22.01,22.01,-34.8,8.5,56.83,58.26,55.4,56.19,6.34,10.0,5.89,6.27,5.52,5.71,-2.56,9.9,34.46,35.41,33.51,34.71,5.36,9.8,74.02,80.61,67.44,68.69,3.03,9.7,29.98,30.91,29.06,30.0,23.49,9.7,36.4,38.02,35.57,38.02,26.73,9.9,28.29,29.37,27.2,29.06,-5.09,9.6,0.76,0.78,0.71,0.71,2.67,9.4,2011-07
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-08-01,2011,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,,,,,22.42,26.12,15.49,15.49,-53.06,8.4,56.84,58.23,30.54,30.54,-40.23,9.9,5.81,6.86,5.46,6.86,4.41,9.9,34.91,35.79,32.54,32.54,-2.68,9.8,68.79,72.66,64.93,68.48,1.63,9.7,30.46,31.44,29.47,30.0,21.78,9.6,38.14,39.38,36.36,36.36,27.59,9.9,29.21,30.23,24.37,24.37,-20.01,9.5,0.71,0.73,0.61,0.61,-11.07,9.4,2011-08
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-09-01,2011,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.86,,,30.0,,,15.06,17.89,12.22,17.44,-47.1,8.2,31.22,36.21,26.24,30.69,-41.28,9.9,7.38,7.87,6.86,6.86,4.41,9.8,33.03,34.01,31.21,31.21,-6.0,9.8,69.56,72.31,60.81,60.81,-8.79,9.6,30.02,30.94,29.1,30.0,17.6,9.6,36.34,37.6,35.09,35.77,19.25,9.9,24.11,25.54,22.67,24.11,-21.64,9.4,0.61,0.63,0.59,0.59,-14.77,9.4,2011-09
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2011-12-01,2011,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,7.0,,,,,,13.79,15.66,11.93,13.8,-60.66,7.6,27.87,35.64,24.6,35.64,-33.95,9.6,6.65,7.1,6.2,7.0,-19.63,9.8,30.39,32.68,29.51,32.68,-3.39,9.7,61.63,64.12,59.13,59.91,-10.14,9.4,30.34,31.33,29.36,29.93,-0.25,9.5,35.49,36.38,35.0,36.38,21.28,9.7,24.7,25.77,23.64,24.53,-22.28,9.2,0.58,0.6,0.56,0.6,-17.23,9.3,2011-12
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-01-01,2012,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,,,,30.0,35.0,,15.16,16.9,13.41,14.49,-59.31,7.5,35.73,56.19,30.59,56.19,4.24,9.5,7.04,7.48,6.59,7.1,-20.68,9.8,32.43,36.33,31.3,36.33,7.98,9.7,60.59,73.83,57.99,73.83,-13.81,9.3,29.99,30.9,29.08,30.0,0.0,9.4,36.55,37.32,35.0,35.0,16.67,9.7,24.42,30.04,23.47,30.04,-6.32,9.2,0.61,0.71,0.6,0.71,-8.67,9.3,2012-01
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-02-01,2012,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,,40.0,,30.0,,,16.07,19.09,14.46,19.09,-46.07,7.6,56.05,64.71,47.39,56.19,3.58,9.6,7.35,7.79,6.92,7.15,-18.36,9.9,35.85,40.0,34.13,40.0,18.03,9.6,73.84,83.29,64.39,72.81,-11.45,9.5,30.38,31.37,29.39,30.0,0.0,9.4,35.06,38.18,33.97,38.18,25.59,9.8,30.39,32.41,25.16,25.16,-20.65,9.2,0.73,0.75,0.71,0.72,-5.89,9.3,2012-02
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-03-01,2012,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,7.57,,68.34,30.0,40.0,,20.77,23.12,18.42,22.68,-36.01,7.6,56.6,58.29,54.91,56.32,2.96,9.6,7.35,7.77,6.93,7.57,-3.07,9.9,39.49,41.69,37.29,39.36,16.01,9.6,74.05,76.85,68.34,68.34,-21.0,9.5,30.09,31.0,29.18,30.0,0.0,9.4,38.33,40.64,36.02,40.0,33.33,9.8,24.76,26.76,22.77,24.07,-24.21,9.2,0.75,0.77,0.72,0.72,-7.03,9.3,2012-03
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-04-01,2012,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,7.14,40.0,65.0,,40.0,30.0,24.35,26.91,21.78,25.12,-29.17,8.1,56.89,59.06,54.72,56.19,2.11,9.9,7.55,7.98,7.13,7.14,4.91,10.0,39.63,41.61,37.65,38.5,14.28,9.7,68.59,72.63,64.55,65.0,-22.8,9.7,30.36,31.34,29.37,30.0,0.0,9.5,40.43,41.87,38.98,40.0,24.95,9.8,24.31,30.0,22.61,30.0,-6.66,9.3,0.73,0.75,0.71,0.73,-5.62,9.4,2012-04
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-05-01,2012,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,56.19,6.29,,,30.0,40.0,30.0,25.57,28.29,23.06,28.29,-21.89,8.2,56.82,62.55,51.1,56.19,0.0,9.9,6.86,7.26,6.29,6.29,8.14,10.0,38.84,40.6,37.08,39.47,23.42,9.7,65.98,69.19,62.77,63.78,-24.96,9.7,30.1,31.01,29.2,30.0,0.0,9.4,40.02,40.73,39.3,40.0,14.29,9.8,30.02,32.5,27.55,30.0,-7.16,9.3,0.73,0.75,0.71,0.74,-5.92,9.4,2012-05
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-06-01,2012,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,57.94,6.43,40.0,,30.0,40.0,30.0,26.95,29.69,23.18,23.18,-39.8,8.5,56.84,59.17,54.5,57.94,3.11,10.0,5.99,6.43,5.64,6.43,8.87,10.0,39.57,41.19,37.94,40.0,15.15,9.8,64.05,66.88,61.21,61.68,-15.06,9.8,30.34,31.32,29.36,30.0,0.0,9.5,39.84,40.39,39.29,40.0,10.98,9.8,29.98,32.18,27.78,30.0,5.49,9.4,0.73,0.75,0.71,0.73,-4.37,9.4,2012-06
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-07-01,2012,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,10.0,56.19,,40.0,60.0,30.0,40.0,30.0,21.18,23.46,16.93,16.93,-23.06,8.8,58.55,61.13,55.96,56.19,0.0,10.0,6.48,7.19,6.12,7.19,25.97,10.0,40.13,41.61,38.66,40.0,15.24,9.7,62.56,65.35,59.77,60.0,-12.65,9.9,30.12,31.02,29.22,30.0,0.0,9.5,39.92,40.46,39.38,40.0,5.21,9.8,30.01,31.97,28.06,30.0,3.22,9.5,0.73,0.75,0.7,0.7,-1.43,9.4,2012-07
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-08-01,2012,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,9.83,56.19,7.43,,60.0,30.0,,30.0,14.82,16.67,9.89,9.89,-36.12,9.1,56.88,60.93,52.83,56.19,84.01,10.0,7.6,8.03,7.18,7.43,8.31,10.0,40.23,41.54,38.91,40.75,25.24,9.7,60.31,63.09,57.53,60.0,-12.39,9.9,30.32,31.31,29.34,30.0,0.0,9.6,39.94,40.47,39.41,39.88,9.67,9.9,29.99,31.73,28.25,30.0,23.1,9.5,0.71,0.73,0.69,0.69,12.06,9.5,2012-08
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-09-01,2012,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.57,40.0,60.0,,,30.0,8.73,10.14,7.33,8.63,-50.49,9.2,56.85,59.29,54.41,56.33,83.55,10.0,7.77,8.57,7.35,8.57,24.93,10.0,40.86,42.06,39.65,40.0,28.17,9.7,60.74,63.16,58.31,60.0,-1.33,10.0,30.14,31.04,29.24,30.0,0.0,9.6,39.82,40.35,39.29,39.74,11.08,9.8,30.01,31.56,28.46,30.0,24.45,9.5,0.69,0.71,0.67,0.69,15.36,9.5,2012-09
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-10-01,2012,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,7.38,56.19,,47.5,60.0,30.0,,30.0,8.03,9.09,6.97,7.53,-44.92,9.5,56.98,59.44,54.52,56.19,81.5,10.0,8.88,9.43,8.37,9.43,39.67,10.0,40.35,45.35,39.27,45.35,49.56,9.8,60.37,62.83,57.91,60.0,-1.72,10.0,30.31,31.29,29.33,30.0,0.12,9.7,39.69,40.21,39.16,39.48,12.02,9.9,29.99,31.37,28.61,30.0,25.61,9.5,0.69,0.71,0.67,0.7,19.9,9.6,2012-10
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-11-01,2012,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,7.75,,11.14,,,30.0,40.0,,7.86,8.68,7.04,7.75,-39.05,9.7,56.85,59.83,53.86,56.19,104.81,10.0,9.49,11.14,8.94,11.14,61.61,10.0,44.6,46.6,36.35,36.35,20.52,9.8,60.69,64.84,58.26,64.84,5.95,10.0,30.15,31.05,29.26,30.0,0.19,9.7,39.44,40.0,38.9,40.0,12.92,9.9,30.01,31.24,28.77,30.0,22.16,9.6,0.7,0.72,0.68,0.69,21.0,9.6,2012-11
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2012-12-01,2012,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,8.0,56.19,11.43,,75.0,,40.0,30.0,8.78,14.16,8.04,14.16,2.62,9.9,56.84,59.14,54.55,56.19,57.66,10.0,11.64,12.41,10.88,11.43,63.29,10.0,37.37,39.35,35.39,37.81,15.69,9.8,65.13,75.0,61.53,75.0,25.19,10.0,30.3,31.28,28.99,28.99,-3.11,9.7,40.01,40.66,39.37,40.0,9.94,9.9,29.99,31.1,28.89,30.0,22.31,9.7,0.7,0.74,0.68,0.74,22.39,9.7,2012-12
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2013-08-01,2013,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,50.0,,,50.0,30.0,35.0,25.0,23.46,26.27,20.65,22.61,128.55,8.5,49.1,50.54,47.66,50.0,-11.02,9.7,8.58,9.17,8.0,9.17,23.39,9.8,35.13,36.21,34.05,34.86,-14.45,9.4,57.7,60.4,50.0,50.0,-16.67,9.6,29.58,30.54,28.62,30.0,0.0,9.5,36.09,36.61,35.0,35.0,-12.23,9.7,22.69,25.0,21.89,25.0,-16.67,9.2,0.67,0.68,0.64,0.64,-6.38,9.3,2013-08
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2013-09-01,2013,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,12.75,50.0,11.86,,71.25,,35.0,30.0,20.1,22.02,12.75,12.75,47.67,8.9,50.54,52.29,48.79,50.0,-11.23,9.8,9.74,11.86,9.11,11.86,38.39,9.9,35.07,36.05,34.1,35.65,-10.87,9.4,50.46,54.68,46.24,50.0,-16.67,9.6,30.31,31.19,29.12,29.12,-2.93,9.5,35.29,36.13,34.45,35.0,-11.93,9.7,25.18,30.0,24.09,30.0,0.0,9.3,0.64,0.66,0.63,0.64,-6.91,9.3,2013-09
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2013-10-01,2013,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,12.75,,,40.0,50.0,27.5,37.5,,12.76,14.54,10.98,12.75,69.25,8.8,50.57,52.6,48.54,50.54,-10.06,9.7,13.16,14.15,12.16,12.61,33.73,9.8,35.73,40.0,34.82,40.0,-11.79,9.4,50.44,52.42,48.45,49.99,-16.69,9.5,29.21,30.17,27.5,27.5,-8.33,9.5,35.25,37.5,34.7,37.5,-5.0,9.7,30.09,32.09,28.08,29.8,-0.66,9.3,0.64,0.65,0.63,0.65,-6.22,9.3,2013-10
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2013-12-01,2013,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,50.0,14.29,40.0,50.0,32.5,35.0,35.0,18.92,20.8,17.04,19.56,38.12,8.1,51.79,53.51,50.0,50.0,-11.02,9.5,13.0,14.29,11.98,14.29,25.02,9.8,39.66,41.2,38.12,40.0,5.79,9.3,50.44,52.48,48.4,50.0,-33.33,9.6,30.36,32.5,29.38,32.5,12.09,9.5,36.77,38.02,35.0,35.0,-12.5,9.7,31.54,35.0,29.8,35.0,16.67,9.2,0.68,0.7,0.67,0.69,-5.87,9.3,2013-12
