ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-02-01,2014,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,30.0,60.0,12.5,35.0,50.0,30.0,40.0,30.0,29.29,31.53,27.05,30.0,-21.62,8.8,54.58,60.0,52.07,60.0,4.35,9.9,12.39,13.36,11.42,12.5,5.95,9.9,38.35,39.7,35.0,35.0,0.03,9.4,49.87,51.95,47.8,50.0,-14.38,9.8,30.88,31.9,29.86,30.0,2.11,9.5,38.06,40.0,36.15,40.0,11.72,9.7,31.04,32.98,29.1,30.0,16.21,9.3,0.7,0.72,0.69,0.72,-1.53,9.4,2014-02
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-03-01,2014,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,25.0,52.5,11.62,38.75,,31.25,39.33,27.5,34.12,36.67,25.0,25.0,-43.32,9.2,60.42,63.89,52.5,52.5,-12.12,10.0,12.66,13.58,11.62,11.62,-3.61,10.0,35.62,38.75,34.17,38.75,8.6,9.5,50.42,52.44,47.94,47.94,-13.65,9.9,30.29,31.25,29.41,31.25,6.35,9.6,40.75,42.31,39.18,39.33,11.31,9.8,30.09,31.77,27.5,27.5,16.95,9.5,0.72,0.74,0.69,0.69,-7.26,9.4,2014-03
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-04-01,2014,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,25.0,,,33.33,45.0,30.0,,,25.58,28.92,22.25,25.0,-47.22,9.5,53.26,56.96,38.38,38.38,-31.68,10.0,11.5,12.35,9.19,9.19,-5.01,10.0,38.36,40.14,36.38,36.38,1.24,9.6,48.45,50.79,45.0,45.0,-18.31,10.0,31.51,32.55,30.0,30.0,2.84,9.6,39.66,40.8,38.53,39.47,7.73,9.8,27.34,29.3,25.79,29.3,25.1,9.5,0.69,0.7,0.63,0.63,-13.89,9.5,2014-04
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-05-01,2014,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,50.0,7.5,35.0,,30.0,,30.0,22.09,24.99,19.19,22.0,-49.16,9.6,39.21,44.66,33.77,33.78,-34.84,10.0,8.5,9.26,7.5,7.5,-5.8,10.0,36.93,38.56,35.0,35.0,-5.65,9.7,45.42,47.96,42.88,47.94,-17.36,10.0,30.13,31.0,29.26,30.0,5.17,9.7,39.58,40.19,38.96,39.62,11.11,9.8,29.51,31.11,27.92,30.0,31.98,9.5,0.63,0.65,0.61,0.62,-13.77,9.5,2014-05
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-06-01,2014,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,13.33,30.0,6.86,,50.0,,,,18.46,20.69,16.23,19.36,-47.63,9.8,34.41,36.98,31.85,33.84,-29.85,10.0,6.83,7.45,6.21,6.86,-11.63,10.0,35.4,36.91,33.89,33.98,-4.78,9.7,48.26,50.69,45.84,50.0,-15.67,10.0,30.32,31.31,29.33,30.3,3.73,9.7,39.89,40.42,39.36,39.82,12.55,9.9,29.87,31.33,28.4,29.42,28.17,9.5,0.61,0.62,0.59,0.61,-11.58,9.6,2014-06
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-07-01,2014,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,50.0,7.05,,,30.0,40.0,30.0,16.42,18.18,14.66,17.01,-42.68,9.9,34.31,36.66,31.8,31.8,-34.43,10.0,6.56,7.1,6.01,7.05,-15.3,10.0,34.4,35.77,32.53,32.53,-6.43,9.8,50.48,52.73,48.24,49.42,-13.25,10.0,30.47,31.34,29.59,30.0,2.03,9.7,40.11,40.64,39.59,40.0,11.75,9.9,29.49,30.78,28.2,30.0,31.69,9.6,0.61,0.63,0.6,0.6,-10.67,9.6,2014-07
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-08-01,2014,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,15.0,50.0,7.43,31.67,50.0,30.0,,,15.39,16.78,13.99,15.0,-33.66,10.0,32.26,50.0,29.47,50.0,0.0,10.0,7.35,7.9,6.81,7.43,-18.95,10.0,32.95,34.25,31.66,31.67,-9.16,9.8,49.85,51.93,47.77,50.0,0.0,10.0,30.27,31.26,29.28,30.0,0.0,9.7,40.28,40.82,39.75,40.0,14.29,9.9,29.97,31.16,28.47,28.47,13.89,9.6,0.6,0.63,0.59,0.63,-1.59,9.6,2014-08
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-09-01,2014,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,15.0,,8.19,30.0,,33.33,40.0,26.67,14.73,15.85,13.6,15.0,17.65,10.0,50.05,58.27,41.84,47.59,-4.82,10.0,7.92,8.48,7.37,8.19,-30.94,10.0,32.03,33.22,30.0,30.0,-15.85,9.8,50.44,52.78,48.42,52.78,5.57,10.0,30.19,33.33,29.33,33.33,14.46,9.7,40.28,40.84,39.72,40.0,14.29,9.9,28.43,29.52,26.67,26.67,-11.1,9.6,0.64,0.66,0.63,0.64,-0.32,9.6,2014-09
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-11-01,2014,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,15.0,43.33,8.57,35.0,,31.67,,25.0,16.34,17.37,15.0,15.0,-5.01,10.0,46.19,49.34,43.05,43.33,-15.42,10.0,7.85,8.57,7.28,8.57,-34.95,10.0,32.07,35.0,30.8,35.0,-11.11,9.9,53.07,56.66,50.92,56.66,13.34,10.0,31.79,32.7,30.88,31.67,5.64,9.7,40.3,40.86,39.74,40.0,10.09,9.9,22.79,24.03,21.54,22.17,-29.43,9.5,0.63,0.64,0.61,0.63,-5.57,9.6,2014-11
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2014-12-01,2014,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.57,42.5,,32.5,40.0,35.0,17.0,18.1,14.06,14.06,-28.09,10.0,43.92,48.6,39.24,46.33,-7.33,10.0,8.37,8.96,7.77,8.57,-40.03,10.0,34.71,38.08,33.15,38.08,-4.8,9.9,56.97,60.1,51.5,51.5,2.99,10.0,32.2,33.26,31.14,32.5,0.0,9.6,40.31,40.88,39.75,40.0,14.29,9.9,22.22,24.64,21.13,24.64,-29.61,9.5,0.63,0.65,0.62,0.64,-7.48,9.6,2014-12
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-01-01,2015,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,12.5,46.67,8.57,25.84,,31.67,40.0,28.33,15.77,17.14,12.5,12.5,-47.26,10.0,46.79,48.99,44.59,46.67,-13.73,10.0,8.61,9.17,8.04,8.57,-32.11,10.0,37.68,39.56,35.8,38.5,1.96,9.9,52.26,58.68,48.83,58.68,18.74,10.0,32.52,33.45,31.59,31.67,2.94,9.7,40.33,40.89,39.76,40.0,6.27,9.9,24.71,26.06,23.37,24.65,-21.09,9.6,0.64,0.66,0.63,0.66,-5.77,9.7,2015-01
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-02-01,2015,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,12.5,,8.57,42.5,50.0,,40.0,35.0,13.46,14.97,11.96,12.5,-58.33,10.0,47.17,49.7,46.31,49.7,-17.16,10.0,8.92,9.47,8.38,8.57,-31.44,10.0,38.61,40.36,36.86,38.38,9.65,9.9,58.67,63.32,50.0,50.0,0.0,10.0,32.06,33.12,31.0,31.01,3.37,9.7,40.34,40.92,39.77,40.0,0.0,9.9,24.59,25.93,23.39,25.93,-13.55,9.6,0.66,0.67,0.64,0.64,-10.92,9.7,2015-02
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-03-01,2015,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,20.0,52.0,9.0,,45.0,30.0,,,12.87,20.0,11.51,20.0,-20.0,10.0,50.16,53.85,46.47,52.0,-0.95,10.0,8.68,9.21,8.16,9.0,-22.55,10.0,38.58,40.14,37.02,39.85,2.84,9.9,51.06,55.58,45.0,45.0,-6.13,10.0,31.06,31.94,30.0,30.0,-4.0,9.7,40.36,40.94,39.78,40.89,3.97,9.9,26.04,27.43,24.84,27.43,-0.25,9.6,0.65,0.66,0.64,0.66,-3.55,9.7,2015-03
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-04-01,2015,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,55.0,,,50.0,30.0,42.5,30.0,20.29,24.38,15.85,15.85,-36.61,10.0,52.48,55.0,50.02,55.0,43.32,10.0,8.94,9.67,8.4,9.67,5.2,10.0,39.84,41.34,38.34,40.44,11.17,9.9,45.05,50.0,41.57,50.0,11.11,10.0,30.33,31.33,29.32,30.0,0.0,9.7,41.32,42.5,40.67,42.5,7.68,9.9,27.42,30.0,26.2,30.0,2.38,9.6,0.67,0.69,0.66,0.69,8.21,9.7,2015-04
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-05-01,2015,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,15.0,50.0,9.71,43.33,50.0,,,,16.72,19.76,13.68,15.0,-31.83,10.0,55.49,57.8,50.0,50.0,48.03,10.0,9.62,10.19,9.04,9.71,29.47,10.0,40.56,43.33,39.18,43.33,23.8,9.9,50.63,54.25,47.02,50.0,4.3,10.0,30.13,30.98,27.33,27.33,-8.91,9.7,43.04,44.03,42.05,43.48,9.74,9.9,30.14,31.6,25.39,25.39,-15.36,9.6,0.69,0.71,0.66,0.66,7.49,9.7,2015-05
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-06-01,2015,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,12.38,,,,,,14.62,17.81,12.1,17.81,-8.05,10.0,50.7,54.29,37.84,37.84,11.8,10.0,9.87,12.38,9.32,12.38,80.47,10.0,43.05,44.63,37.03,37.03,8.99,9.9,50.29,54.64,48.27,54.64,9.29,10.0,27.46,28.38,26.1,26.1,-13.86,9.7,43.98,44.67,39.64,39.64,-0.47,9.9,25.13,26.76,23.51,26.52,-9.88,9.6,0.67,0.68,0.63,0.63,3.43,9.6,2015-06
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-08-01,2015,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,14.48,,,,,,18.63,24.38,15.77,24.38,62.53,9.8,41.62,43.62,39.62,40.39,-19.23,10.0,13.02,14.48,12.04,14.48,94.89,10.0,37.22,38.98,35.46,37.76,19.24,9.9,56.4,58.69,54.12,58.58,17.15,10.0,26.3,27.19,25.42,26.6,-11.32,9.6,40.83,41.97,37.84,37.84,-5.4,9.8,27.6,29.09,26.1,27.17,-4.56,9.5,0.65,0.67,0.63,0.67,5.79,9.5,2015-08
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-11-01,2015,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,16.38,,,,,,27.21,31.11,23.31,30.21,101.41,9.2,42.87,48.2,40.95,48.2,11.23,10.0,16.2,17.45,14.94,16.38,91.13,9.9,39.52,41.12,37.92,40.51,15.75,9.8,57.29,69.14,53.76,69.14,22.02,9.9,28.3,30.53,27.52,30.53,-3.61,9.5,40.21,40.85,39.56,40.14,0.35,9.7,29.08,32.17,26.89,32.17,45.14,9.3,0.71,0.77,0.69,0.77,21.75,9.4,2015-11
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2015-12-01,2015,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.0,60.0,,,50.0,35.0,,,30.09,50.0,26.22,50.0,255.54,9.4,48.53,60.0,45.41,60.0,29.5,10.0,16.84,18.07,15.6,17.86,108.44,10.0,40.59,42.1,39.09,41.33,8.54,9.7,69.14,77.55,60.72,66.72,29.56,9.8,30.78,35.0,29.74,35.0,7.69,9.6,40.77,41.42,40.23,41.42,3.55,9.7,32.01,34.43,29.59,31.88,29.42,9.3,0.79,0.86,0.76,0.86,34.63,9.4,2015-12
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-01-01,2016,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,20.0,,,,,,49.71,60.85,36.24,36.24,189.91,8.9,60.1,68.05,52.15,66.04,41.5,9.8,18.91,20.22,17.6,20.0,133.37,9.9,41.4,42.79,39.97,39.97,3.82,9.7,67.92,70.75,65.08,66.95,14.1,9.7,35.57,36.59,34.58,36.59,15.54,9.5,42.03,44.17,41.33,44.17,10.42,9.7,31.99,36.67,29.86,36.67,48.77,9.2,0.89,0.92,0.86,0.87,32.69,9.3,2016-01
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-03-01,2016,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,80.0,,55.0,,40.0,50.0,35.0,39.0,47.92,31.36,47.92,139.61,8.1,73.13,80.0,71.85,80.0,53.85,9.5,18.3,19.65,16.96,18.09,100.98,9.8,42.92,45.41,41.39,45.41,13.96,9.5,68.89,74.71,66.11,74.71,66.03,9.6,38.85,40.0,37.77,40.0,33.33,9.4,45.88,50.0,45.11,50.0,22.27,9.7,37.24,39.69,34.79,35.0,27.59,9.1,0.92,0.98,0.89,0.98,48.06,9.3,2016-03
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-05-01,2016,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,12.57,,,,,,42.65,49.3,36.0,38.56,157.07,7.1,107.63,125.4,89.85,104.92,109.85,8.7,13.57,14.63,12.5,12.57,29.45,9.5,46.06,49.48,44.54,49.48,14.2,9.4,85.25,91.99,78.52,89.15,78.3,9.1,43.77,44.98,42.56,43.4,58.83,9.2,50.47,51.7,49.24,51.47,18.38,9.6,40.33,43.11,37.55,40.72,60.34,8.9,1.09,1.13,1.05,1.08,62.84,9.1,2016-05
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-09-01,2016,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,20.0,,20.38,,,,,,33.28,36.81,22.77,22.77,-1.38,7.6,84.0,105.16,77.52,105.16,143.25,8.7,19.58,21.02,18.13,20.38,39.84,9.5,64.43,67.64,61.22,62.53,69.19,9.4,113.07,119.19,106.94,119.04,93.75,9.1,46.5,47.77,45.22,45.46,73.14,9.2,58.86,59.97,57.76,59.46,53.72,9.6,36.78,39.03,34.54,36.03,49.6,8.9,1.13,1.18,1.09,1.18,75.48,9.1,2016-09
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-10-01,2016,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,30.0,,20.0,90.0,120.0,,70.0,,23.88,30.0,20.44,30.0,8.61,8.3,105.54,118.98,92.1,115.43,172.37,9.2,20.56,22.11,19.01,20.0,25.18,9.6,63.04,65.9,60.18,64.68,62.69,9.5,119.85,125.77,113.93,120.0,111.97,9.5,45.31,46.94,43.75,46.94,68.09,9.3,59.35,63.65,58.44,63.65,61.06,9.6,35.84,37.82,33.85,37.81,31.79,9.1,1.18,1.25,1.15,1.25,79.01,9.2,2016-10
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2016-11-01,2016,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,30.0,50.0,,,,50.0,,50.0,31.3,36.16,26.45,30.0,-0.7,8.7,116.09,125.57,106.62,116.54,141.81,9.5,19.33,20.79,17.87,20.78,26.84,9.8,64.76,67.45,62.07,66.41,63.93,9.4,121.28,126.12,106.52,106.52,54.05,9.6,47.87,50.0,46.57,50.0,63.78,9.4,63.68,67.64,60.55,67.64,68.52,9.7,38.04,50.0,36.09,50.0,55.41,9.1,1.27,1.31,1.23,1.28,65.28,9.3,2016-11
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2017-01-01,2017,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,22.86,,,,,,54.97,64.76,45.17,46.68,28.81,8.2,131.52,144.5,118.54,143.62,117.48,9.1,22.37,23.88,20.87,22.86,14.3,9.6,65.55,72.12,63.31,72.12,80.46,9.4,108.29,114.02,104.03,114.02,70.3,9.5,50.14,51.5,48.77,49.35,34.86,9.3,69.88,71.89,67.87,69.48,57.29,9.6,39.57,42.95,35.81,35.81,-2.34,9.0,1.37,1.41,1.32,1.39,59.81,9.2,2017-01
MOZ,Mozambique,Nampula,Ribaue,Ribaue,-15.05,38.28,gid_-150500000382800000,2017-05-01,2017,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,8.57,,,,,,35.62,40.38,29.83,29.83,-22.65,8.0,86.53,100.75,72.45,100.75,-3.98,8.6,13.09,14.29,10.49,10.49,-16.51,9.2,65.8,68.35,63.24,63.94,29.22,9.3,106.57,111.42,101.71,106.51,19.48,9.1,45.81,47.06,44.49,44.49,2.5,9.2,68.47,69.61,67.32,68.19,32.5,9.5,35.39,37.4,33.37,36.88,-9.42,8.9,1.15,1.19,1.11,1.16,7.16,9.1,2017-05
